obj_key,состояние площадки,Площадь,Генпроектировщик,Генподрядчик,Кол-во рабочих,date_report
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.24
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.24
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.24
019-0594,Занята,17488.0,1,2,,2023.05.24
020-0156,Занята,13288.0,21,15,,2023.05.24
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.24
019-0674,Занята,9030.0,6,0,,2023.05.24
020-0157,Занята,7243.9,30,7,57.0,2023.05.24
017-0527,Занята,14784.0,8,5,,2023.05.24
023-0091,,17000.0,0,0,,2023.05.25
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.25
022-0526,Занята,18100.0,0,0,,2023.05.25
022-0527,Не передана,9850.0,34,23,,2023.05.25
022-0522,Не передана,13260.0,35,24,,2023.05.25
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.25
022-0525,Не передана,9900.0,0,0,,2023.05.25
022-0523,,27225.0,0,0,,2023.05.25
023-0093,Не передана,17000.0,0,0,,2023.05.25
023-0089,Не передана,7500.0,0,0,,2023.05.25
022-0524,Занята,6800.0,0,0,,2023.05.25
022-0528,Занята,12225.0,0,0,,2023.05.25
022-0354,Занята,20271.0,17,13,,2023.05.25
022-0176,Не передана,17000.0,4,0,,2023.05.25
020-0720,"Свободна, передана",20164.69,9,6,280.0,2023.05.25
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.25
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.25
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.25
019-0431,"Свободна, передана",19433.4,22,16,316.0,2023.05.25
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.25
020-0710,"Свободна, передана",8067.83,8,5,163.0,2023.05.25
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.25
019-0675,"Свободна, передана",8844.0,33,22,138.0,2023.05.25
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.25
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.05.25
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.25
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.25
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.25
019-0594,Занята,17488.0,1,2,,2023.05.25
020-0156,Занята,13288.0,21,15,,2023.05.25
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.25
019-0674,Занята,9030.0,6,0,,2023.05.25
020-0157,Занята,7243.9,30,7,57.0,2023.05.25
017-0527,Занята,14784.0,8,5,,2023.05.25
023-0091,,17000.0,0,0,,2023.05.26
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.26
022-0526,Занята,18100.0,0,0,,2023.05.26
022-0527,Не передана,9850.0,34,23,,2023.05.26
022-0522,Не передана,13260.0,35,24,,2023.05.26
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.26
022-0525,Не передана,9900.0,0,0,,2023.05.26
022-0523,,27225.0,0,0,,2023.05.26
023-0093,Не передана,17000.0,0,0,,2023.05.26
023-0089,Не передана,7500.0,0,0,,2023.05.26
022-0524,Занята,6800.0,0,0,,2023.05.26
022-0528,Занята,12225.0,0,0,,2023.05.26
022-0354,Занята,20271.0,17,13,,2023.05.26
022-0176,Не передана,17000.0,4,0,,2023.05.26
020-0720,"Свободна, передана",20164.69,9,6,280.0,2023.05.26
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.26
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.26
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.26
019-0431,"Свободна, передана",19433.4,22,16,316.0,2023.05.26
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.26
020-0710,"Свободна, передана",8067.83,8,5,163.0,2023.05.26
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.26
019-0675,"Свободна, передана",8844.0,33,22,138.0,2023.05.26
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.26
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.05.26
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.26
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.26
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.26
019-0594,Занята,17488.0,1,2,,2023.05.26
020-0156,Занята,13288.0,21,15,,2023.05.26
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.26
019-0674,Занята,9030.0,6,0,,2023.05.26
020-0157,Занята,7243.9,30,7,57.0,2023.05.26
017-0527,Занята,14784.0,8,5,,2023.05.26
023-0091,,17000.0,0,0,,2023.05.27
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.27
022-0526,Занята,18100.0,0,0,,2023.05.27
022-0527,Не передана,9850.0,34,23,,2023.05.27
022-0522,Не передана,13260.0,35,24,,2023.05.27
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.27
022-0525,Не передана,9900.0,0,0,,2023.05.27
022-0523,,27225.0,0,0,,2023.05.27
023-0093,Не передана,17000.0,0,0,,2023.05.27
023-0089,Не передана,7500.0,0,0,,2023.05.27
022-0524,Занята,6800.0,0,0,,2023.05.27
022-0528,Занята,12225.0,0,0,,2023.05.27
022-0354,Занята,20271.0,17,13,,2023.05.27
022-0176,Не передана,17000.0,4,0,,2023.05.27
020-0720,"Свободна, передана",20164.69,9,6,280.0,2023.05.27
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.27
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.27
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.27
019-0431,"Свободна, передана",19433.4,22,16,316.0,2023.05.27
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.27
020-0710,"Свободна, передана",8067.83,8,5,163.0,2023.05.27
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.27
019-0675,"Свободна, передана",8844.0,33,22,138.0,2023.05.27
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.27
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.05.27
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.27
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.27
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.27
019-0594,Занята,17488.0,1,2,,2023.05.27
020-0156,Занята,13288.0,21,15,,2023.05.27
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.27
019-0674,Занята,9030.0,6,0,,2023.05.27
020-0157,Занята,7243.9,30,7,57.0,2023.05.27
017-0527,Занята,14784.0,8,5,,2023.05.27
023-0091,,17000.0,0,0,,2023.05.28
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.28
022-0526,Занята,18100.0,0,0,,2023.05.28
022-0527,Не передана,9850.0,34,23,,2023.05.28
022-0522,Не передана,13260.0,35,24,,2023.05.28
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.28
022-0525,Не передана,9900.0,0,0,,2023.05.28
022-0523,,27225.0,0,0,,2023.05.28
023-0093,Не передана,17000.0,0,0,,2023.05.28
023-0089,Не передана,7500.0,0,0,,2023.05.28
022-0524,Занята,6800.0,0,0,,2023.05.28
022-0528,Занята,12225.0,0,0,,2023.05.28
022-0354,Занята,20271.0,17,13,,2023.05.28
022-0176,Не передана,17000.0,4,0,,2023.05.28
020-0720,"Свободна, передана",20164.69,9,6,280.0,2023.05.28
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.28
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.28
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.28
019-0431,"Свободна, передана",19433.4,22,16,316.0,2023.05.28
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.28
020-0710,"Свободна, передана",8067.83,8,5,163.0,2023.05.28
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.28
019-0675,"Свободна, передана",8844.0,33,22,138.0,2023.05.28
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.28
020-0683,"Свободна, не передана",7515.86,27,1,40.0,2023.05.28
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.28
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.28
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.28
019-0594,Занята,17488.0,1,2,,2023.05.28
020-0156,Занята,13288.0,21,15,,2023.05.28
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.28
019-0674,Занята,9030.0,6,0,,2023.05.28
020-0157,Занята,7243.9,30,7,57.0,2023.05.28
017-0527,Занята,14784.0,8,5,,2023.05.28
023-0091,,17000.0,0,0,,2023.05.29
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.29
022-0526,Занята,18100.0,0,0,,2023.05.29
022-0527,Не передана,9850.0,34,23,,2023.05.29
022-0522,Не передана,13260.0,35,24,,2023.05.29
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.29
022-0525,Не передана,9900.0,0,0,,2023.05.29
022-0523,,27225.0,0,0,,2023.05.29
023-0093,Не передана,17000.0,0,0,,2023.05.29
023-0089,Не передана,7500.0,0,0,,2023.05.29
022-0524,Занята,6800.0,0,0,,2023.05.29
022-0528,Занята,12225.0,0,0,,2023.05.29
022-0354,Занята,20271.0,17,13,,2023.05.29
022-0176,Не передана,17000.0,4,0,,2023.05.29
020-0720,"Свободна, передана",20164.69,9,6,281.0,2023.05.29
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.29
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.29
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.29
019-0431,"Свободна, передана",19433.4,22,16,344.0,2023.05.29
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.29
020-0710,"Свободна, передана",8067.83,8,5,156.0,2023.05.29
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.29
019-0675,"Свободна, передана",8844.0,33,22,139.0,2023.05.29
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.29
020-0683,"Свободна, не передана",7515.86,27,1,41.0,2023.05.29
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.29
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.29
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.29
019-0594,Занята,17488.0,1,2,,2023.05.29
020-0156,Занята,13288.0,21,15,,2023.05.29
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.29
019-0674,Занята,9030.0,6,0,,2023.05.29
020-0157,Занята,7243.9,30,7,57.0,2023.05.29
017-0527,Занята,14784.0,8,5,,2023.05.29
023-0091,,17000.0,0,0,,2023.05.30
022-0170,"Свободна, передана",16402.54,1,2,465.0,2023.05.30
022-0526,Занята,18100.0,0,0,,2023.05.30
022-0527,Не передана,9850.0,34,23,,2023.05.30
022-0522,Не передана,13260.0,35,24,,2023.05.30
022-0355,Передана под снос (для объектов сноса),,1,2,6.0,2023.05.30
022-0525,Не передана,9900.0,0,0,,2023.05.30
022-0523,,27225.0,0,0,,2023.05.30
023-0093,Не передана,17000.0,0,0,,2023.05.30
023-0089,Не передана,7500.0,0,0,,2023.05.30
022-0524,Занята,6800.0,0,0,,2023.05.30
022-0528,Занята,12225.0,0,0,,2023.05.30
022-0354,Занята,20271.0,17,13,,2023.05.30
022-0176,Не передана,17000.0,4,0,,2023.05.30
020-0720,"Свободна, передана",20164.69,9,6,281.0,2023.05.30
019-0429,"Свободна, передана",11410.0,11,7,107.0,2023.05.30
020-0155,"Свободна, не передана",16484.0,8,5,55.0,2023.05.30
019-0428,"Свободна, передана",9067.1,12,4,61.0,2023.05.30
019-0431,"Свободна, передана",19433.4,22,16,344.0,2023.05.30
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.30
020-0710,"Свободна, передана",8067.83,8,5,156.0,2023.05.30
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.30
019-0675,"Свободна, передана",8844.0,33,22,139.0,2023.05.30
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.30
020-0683,"Свободна, не передана",7515.86,27,1,41.0,2023.05.30
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.30
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.30
020-0711,"Свободна, передана",7265.0,28,19,43.0,2023.05.30
019-0594,Занята,17488.0,1,2,,2023.05.30
020-0156,Занята,13288.0,21,15,,2023.05.30
019-0676,"Свободна, не передана",6291.0,29,20,155.0,2023.05.30
019-0674,Занята,9030.0,6,0,,2023.05.30
020-0157,Занята,7243.9,30,7,57.0,2023.05.30
017-0527,Занята,14784.0,8,5,,2023.05.30
023-0091,,17000.0,0,0,,2023.05.31
022-0170,"Свободна, передана",16402.54,1,2,451.0,2023.05.31
022-0526,Занята,18100.0,0,0,,2023.05.31
022-0527,Не передана,9850.0,34,23,,2023.05.31
022-0522,Не передана,13260.0,35,24,,2023.05.31
022-0355,Передана под снос (для объектов сноса),,1,2,5.0,2023.05.31
022-0525,Не передана,9900.0,0,0,,2023.05.31
022-0523,,27225.0,0,0,,2023.05.31
023-0093,Не передана,17000.0,0,0,,2023.05.31
023-0089,Не передана,7500.0,0,0,,2023.05.31
022-0524,Занята,6800.0,0,0,,2023.05.31
022-0528,Занята,12225.0,0,0,,2023.05.31
022-0354,Занята,20271.0,17,13,,2023.05.31
022-0176,Не передана,17000.0,4,0,,2023.05.31
020-0720,"Свободна, передана",20164.69,9,6,283.0,2023.05.31
019-0429,"Свободна, передана",11410.0,11,7,109.0,2023.05.31
020-0155,"Свободна, не передана",16484.0,8,5,58.0,2023.05.31
019-0428,"Свободна, передана",9067.1,12,4,54.0,2023.05.31
019-0431,"Свободна, передана",19433.4,22,16,414.0,2023.05.31
019-0430,"Свободна, не передана",16094.4,23,15,,2023.05.31
020-0710,"Свободна, передана",8067.83,8,5,168.0,2023.05.31
020-0708,"Свободна, передана",6575.0,25,17,0.0,2023.05.31
019-0675,"Свободна, передана",8844.0,33,22,166.0,2023.05.31
020-0709,"Свободна, не передана",6848.84,27,1,17.0,2023.05.31
020-0683,"Свободна, не передана",7515.86,27,1,24.0,2023.05.31
021-0781,"Свободна, не передана",8226.4,2,0,,2023.05.31
021-0048,"Свободна, не передана",10320.0,6,0,,2023.05.31
020-0711,"Свободна, передана",7265.0,28,19,42.0,2023.05.31
019-0594,Занята,17488.0,0,0,,2023.05.31
020-0156,Занята,13288.0,21,15,,2023.05.31
019-0676,"Свободна, не передана",6291.0,29,20,181.0,2023.05.31
019-0674,Занята,9030.0,6,0,,2023.05.31
020-0157,Занята,7243.9,30,7,63.0,2023.05.31
017-0527,Занята,14784.0,8,5,,2023.05.31
023-0091,,17000.0,0,0,,2023.06.01
022-0170,"Свободна, передана",16402.54,1,2,451.0,2023.06.01
022-0526,Занята,18100.0,0,0,,2023.06.01
022-0527,Не передана,9850.0,34,23,,2023.06.01
022-0522,Не передана,13260.0,35,24,,2023.06.01
